"State","Measure ID","Measure Name","Number of Hospitals Worse","Number_of_Hospitals_Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Start Date","End Date","Number of Hospitals Fewer","Number of Hospitals Average","Number of Hospitals More","Number of Hospitals Too Small"
SD,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",1,28,1,10,,01/01/2018,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,1,8,0,29,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,9,0,29,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,16,0,9,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,5,1,27,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_CABG,Rate of readmission for CABG,0,3,0,0,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,20,0,34,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,21,0,34,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,16,0,3,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,42,0,17,,07/01/2019,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,38,0,18,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,2,31,11,50
TN,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,10,65,16,15
TN,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,6,62,30,10
TN,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,81,1,7,,01/01/2018,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,18,0,36,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,18,0,36,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,3,48,1,25,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,1,43,0,50,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_CABG,Rate of readmission for CABG,0,20,0,3,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,89,1,18,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,1,88,2,15,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,52,0,17,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),2,90,1,8,,07/01/2019,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,4,94,0,10,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,12,123,36,108
TX,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,21,169,56,110
TX,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,36,188,61,84
TX,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,262,1,43,,01/01/2018,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,1,49,0,130,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,50,0,130,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,4,192,2,100,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,1,169,1,108,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_CABG,Rate of readmission for CABG,0,92,0,27,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,2,244,0,116,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,5,238,3,110,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,205,0,59,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),4,312,4,62,,07/01/2019,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,6,277,2,84,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,7,8,0,12
UT,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,9,16,0,19
UT,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,14,26,0,4
UT,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,35,0,4,,01/01/2018,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,6,0,20,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,6,0,20,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,29,0,13,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,14,1,12,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_CABG,Rate of readmission for CABG,0,6,1,2,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,16,0,27,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,22,3,19,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,35,0,2,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,39,2,4,,07/01/2019,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,40,0,4,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,6,33,9,33
VA,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,8,59,14,2
VA,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,8,54,19,3
VA,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,74,1,2,,01/01/2018,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,1,32,0,34,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,33,0,34,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,3,58,3,8,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,47,1,33,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_CABG,Rate of readmission for CABG,0,18,0,7,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,1,77,0,6,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,2,75,4,2,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,1,56,3,13,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),2,78,0,2,,07/01/2019,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,3,78,0,3,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,07/01/2017,12/01/2019,Not Available,Not Available,Not Available,Not Available
VI,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,07/01/2017,12/01/2019,Not Available,Not Available,Not Available,Not Available
VI,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,07/01/2017,12/01/2019,Not Available,Not Available,Not Available,Not Available
VI,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Not Available,Not Available,Not Available,Not Available,5,01/01/2018,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,5,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,5,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Not Available,Not Available,Not Available,Not Available,5,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),Not Available,Not Available,Not Available,Not Available,5,07/01/2019,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,2,2,0,10
VT,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,4,9,1,1
VT,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,5,10,0,0
VT,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,9,0,1,,01/01/2018,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,6,0,6,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,6,0,6,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,8,0,3,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,4,0,10,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_CABG,Rate of readmission for CABG,0,1,0,0,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,14,0,1,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,14,0,1,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,12,0,1,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,15,0,0,,07/01/2019,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,15,0,0,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,8,26,3,43
WA,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,10,44,9,25
WA,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,18,53,6,14
WA,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",1,57,0,8,,01/01/2018,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,28,0,35,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,1,27,0,35,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,1,48,1,12,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,37,0,43,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_CABG,Rate of readmission for CABG,0,16,0,0,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,66,0,22,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,60,3,25,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,53,2,7,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,75,3,12,,07/01/2019,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,76,1,14,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,7,29,4,65
WI,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,21,78,6,20
WI,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,28,71,14,11
WI,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",1,95,0,11,,01/01/2018,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,47,0,56,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,47,0,56,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,1,64,0,36,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,40,0,65,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_CABG,Rate of readmission for CABG,0,23,0,8,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,88,0,36,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,1,101,3,20,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,87,0,20,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),1,112,4,8,,07/01/2019,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,1,112,0,11,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,0,15,4,30
WV,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,1,25,13,14
WV,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,7,30,11,5
WV,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,32,0,8,,01/01/2018,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,14,0,14,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,1,13,0,14,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,22,0,9,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,19,0,30,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_CABG,Rate of readmission for CABG,0,6,0,0,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,1,42,0,10,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,3,36,0,14,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,27,0,9,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,47,0,6,,07/01/2019,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,1,47,0,5,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,2,2,0,15
WY,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,4,16,0,8
WY,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2017,12/01/2019,5,15,2,7
WY,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,16,0,4,,01/01/2018,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,7,0,12,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,7,0,12,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,10,0,11,,07/01/2020,12/31/2020,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,4,0,15,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_CABG,Rate of readmission for CABG,0,2,0,0,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,17,0,11,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,20,0,8,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,17,0,3,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,23,0,5,,07/01/2019,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,22,0,7,,07/01/2017,12/01/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
