Facility ID,Address,Facility Name,Nurse communication - star rating,Doctor communication - star rating,Staff responsiveness - star rating,Communication about medicines - star rating,Discharge information - star rating,Care transition - star rating,Cleanliness - star rating,Quietness - star rating,Overall hospital rating - star rating,Recommend hospital - star rating,Summary star rating,Central Line Associated Bloodstream Infection (ICU + select Wards) Lower CI,Central Line Associated Bloodstream Infection (ICU + select Wards) Upper CI,Central Line Associated Bloodstream Infection (ICU + select Wards) SIR,Central Line Associated Bloodstream Infection (ICU + select Wards) Compared to National,Catheter Associated Urinary Tract Infections (ICU + select Wards) Lower CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) Upper CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards) Compared to National,SSI - Colon Surgery Lower CI,SSI - Colon Surgery Upper CI,SSI - Colon Surgery SIR,SSI - Colon Surgery Compared to National,SSI - Abdominal Hysterectomy Lower CI,SSI - Abdominal Hysterectomy Upper CI,SSI - Abdominal Hysterectomy SIR,SSI - Abdominal Hysterectomy Compared to National,MRSA Bacteremia Lower CI,MRSA Bacteremia Upper CI,MRSA Bacteremia SIR,MRSA Bacteremia Compared to National,Clostridium Difficile (C.Diff) Lower CI,Clostridium Difficile (C.Diff) Upper CI,Clostridium Difficile (C.Diff) SIR,Clostridium Difficile (C.Diff) Compared to National,Mean SIR,Mean Compared to National,Infection Rating
02014F,"4076 Neely Road, Fort Wainwright, AK 99703",Bassett ACH (FT Wainwright),4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
021311,"3100 TONGASS AVENUE, KETCHIKAN, AK 99901",PEACEHEALTH KETCHIKAN MEDICAL CENTER,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
021313,"4300 BARTLETT ST, HOMER, AK 99603",SOUTH PENINSULA HOSPITAL,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
030002,"1111 EAST MCDOWELL ROAD, PHOENIX, AZ 85006",BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.084,2.003,1.491,1.0,0.081,0.366,0.185,3.0,0.568,1.576,0.978,2.0,0.026,2.554,0.518,2.0,0.509,1.411,0.875,2.0,0.569,0.867,0.706,3.0,0.7921666666666667,2.1666666666666665,3
030006,"5301 EAST GRANT ROAD, TUCSON, AZ 85712",TUCSON MEDICAL CENTER,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,0.413,1.110,0.698,2.0,0.524,1.294,0.845,2.0,0.491,1.622,0.933,2.0,0.235,2.518,0.925,2.0,0.404,1.268,0.746,2.0,0.427,0.733,0.564,3.0,0.7851666666666667,2.1666666666666665,3
030007,"269 SOUTH CANDY LANE, COTTONWOOD, AZ 86326",VERDE VALLEY MEDICAL CENTER,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,,,,,--,2.353,0.000,2.0,--,1.544,0.000,2.0,,,,,,,,,0.124,0.944,0.392,3.0,0.13066666666666668,2.3333333333333335,4
030010,"1601 WEST ST MARY'S ROAD, TUCSON, AZ 85745",ST. MARY'S HOSPITAL,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,--,1.236,0.000,2.0,--,0.912,0.000,3.0,0.035,3.485,0.707,2.0,,,,,0.485,3.683,1.527,2.0,0.225,0.788,0.442,3.0,0.5352,2.4,4
030011,"350 NORTH WILMOT ROAD, TUCSON, AZ 85711",ST JOSEPH'S HOSPITAL,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,--,0.976,0.000,3.0,--,0.277,0.000,3.0,0.124,2.442,0.739,2.0,,,,,0.081,1.586,0.480,2.0,0.222,0.640,0.391,3.0,0.32199999999999995,2.6,4
030012,"1003 WILLOW CREEK ROAD, PRESCOTT, AZ 86301",YAVAPAI REGIONAL MEDICAL CENTER,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,0.168,1.801,0.662,2.0,0.094,1.009,0.371,2.0,--,1.565,0.000,2.0,,,,,0.017,1.629,0.330,2.0,0.359,1.032,0.630,2.0,0.39859999999999995,2.0,3
030013,"2400 SOUTH AVENUE A, YUMA, AZ 85364",YUMA REGIONAL MEDICAL CENTER,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,0.504,1.664,0.958,2.0,1.025,2.598,1.676,1.0,0.240,1.823,0.756,2.0,--,2.188,0.000,2.0,0.013,1.317,0.267,2.0,0.445,0.924,0.652,3.0,0.7181666666666665,2.0,3
030014,"250 EAST DUNLAP AVENUE, PHOENIX, AZ 85020",JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,0.140,0.849,0.383,3.0,0.350,1.317,0.718,2.0,0.083,1.630,0.493,2.0,--,1.749,0.000,2.0,1.123,4.225,2.302,1.0,0.237,0.711,0.427,3.0,0.7204999999999999,2.1666666666666665,3
030016,"1800 EAST FLORENCE BOULEVARD, CASA GRANDE, AZ 85122",BANNER CASA GRANDE MEDICAL CENTER,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.024,2.333,0.473,2.0,0.013,1.310,0.266,2.0,--,1.327,0.000,2.0,,,,,--,1.863,0.000,2.0,0.266,1.001,0.546,2.0,0.257,2.0,3
030022,"2601 EAST ROOSEVELT STREET, PHOENIX, AZ 85008",VALLEYWISE HEALTH MEDICAL CENTER,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,0.073,0.555,0.230,3.0,0.091,0.548,0.247,3.0,0.161,1.726,0.634,2.0,,,,,0.636,3.262,1.568,2.0,0.406,0.892,0.613,3.0,0.6584000000000001,2.6,4
030023,"1200 NORTH BEAVER STREET, FLAGSTAFF, AZ 86001",FLAGSTAFF MEDICAL CENTER,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,0.011,1.102,0.223,2.0,--,0.340,0.000,3.0,--,0.920,0.000,3.0,,,,,0.012,1.178,0.239,2.0,0.110,0.451,0.238,3.0,0.13999999999999999,2.6,4
030024,"350 WEST THOMAS ROAD, PHOENIX, AZ 85013",ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,0.342,0.950,0.589,3.0,0.230,0.618,0.389,3.0,0.166,1.260,0.522,2.0,,,,,0.259,0.975,0.532,3.0,0.150,0.379,0.245,3.0,0.4554,2.8,5
030030,"2000 WEST BETHANY HOME ROAD, PHOENIX, AZ 85015",ABRAZO CENTRAL CAMPUS,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.148,2.912,0.881,2.0,0.262,2.803,1.030,2.0,--,2.515,0.000,2.0,,,,,0.712,5.402,2.240,2.0,0.179,0.809,0.409,3.0,0.9119999999999999,2.2,3
030036,"1955 WEST FRYE ROAD, CHANDLER, AZ 85224",CHANDLER REGIONAL MEDICAL CENTER,4.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,0.540,1.555,0.949,2.0,0.426,1.336,0.786,2.0,0.356,1.341,0.731,2.0,--,1.628,0.000,2.0,0.324,1.664,0.800,2.0,0.552,0.999,0.751,3.0,0.6695000000000001,2.1666666666666665,3
030037,"1500 S MILL AVE, TEMPE, AZ 85282",TEMPE ST LUKES HOSPITAL,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.033,3.243,0.657,2.0,0.039,3.811,0.773,2.0,,,,,,,,,,,,,0.057,1.125,0.340,2.0,0.5900000000000001,2.0,3
030038,"7400 EAST OSBORN ROAD, SCOTTSDALE, AZ 85251",HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,0.486,1.827,0.996,2.0,0.656,1.966,1.179,2.0,0.677,4.094,1.847,2.0,,,,,0.009,0.899,0.182,3.0,0.184,0.552,0.331,3.0,0.9070000000000003,2.4,4
030043,"5700 EAST HIGHWAY 90, SIERRA VISTA, AZ 85635",CANYON VISTA MEDICAL CENTER,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0.028,2.788,0.565,2.0,0.163,3.208,0.971,2.0,,,,,,,,,,,,,0.514,1.936,1.055,2.0,0.8636666666666667,2.0,3
030055,"3269 STOCKTON HILL ROAD, KINGMAN, AZ 86401",KINGMAN REGIONAL MEDICAL CENTER,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.061,1.210,0.366,2.0,0.386,1.982,0.953,2.0,--,2.393,0.000,2.0,,,,,0.257,2.755,1.012,2.0,0.093,0.420,0.213,3.0,0.5088,2.2,3
030061,"10401 WEST THUNDERBIRD BOULEVARD, SUN CITY, AZ 85351",BANNER BOSWELL MEDICAL CENTER,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,0.256,1.314,0.632,2.0,0.385,1.449,0.789,2.0,0.249,1.507,0.680,2.0,,,,,0.688,2.813,1.481,2.0,0.706,1.217,0.935,2.0,0.9033999999999999,2.0,3
030062,"2200 EAST SHOW LOW LAKE ROAD, SHOW LOW, AZ 85901",SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.494,5.281,1.940,2.0,0.023,2.257,0.458,2.0,--,1.580,0.000,2.0,,,,,,,,,1.038,2.631,1.697,1.0,1.0237500000000002,1.75,2
030064,"1625 NORTH CAMPBELL AVENUE, TUCSON, AZ 85719",BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,0.761,1.441,1.061,2.0,0.190,0.547,0.334,3.0,0.415,1.879,0.950,2.0,--,2.399,0.000,2.0,0.471,1.479,0.870,2.0,0.549,0.884,0.701,3.0,0.6526666666666666,2.3333333333333335,4
030065,"1400 SOUTH  DOBSON ROAD, MESA, AZ 85202",BANNER DESERT MEDICAL CENTER,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.786,1.654,1.160,2.0,0.340,0.912,0.574,3.0,0.148,0.896,0.404,3.0,0.042,4.093,0.830,2.0,0.421,1.479,0.830,2.0,0.249,0.468,0.346,3.0,0.6906666666666667,2.5,4
030069,"101 CIVIC CENTER LANE, LAKE HAVASU CITY, AZ 86403",HAVASU REGIONAL MEDICAL CENTER,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,--,1.342,0.000,2.0,--,1.423,0.000,2.0,,,,,,,,,1.601,9.688,4.371,1.0,0.613,1.765,1.078,2.0,1.3622500000000002,1.75,2
030073,"PO BOX 600, TUBA CITY, AZ 86045",TUBA CITY REGIONAL HEALTH CARE CORPORATION,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.427,4.572,1.680,2.0,1.68,2.0,3
030078,"4212 NORTH 16TH STREET, PHOENIX, AZ 85016",PHOENIX INDIAN MEDICAL CENTER,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,0.540,4.099,1.699,2.0,1.699,2.0,3
030083,"3929 EAST BELL ROAD, PHOENIX, AZ 85032",ABRAZO SCOTTSDALE CAMPUS,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.483,5.164,1.898,2.0,--,1.975,0.000,2.0,,,,,,,,,,,,,0.397,1.624,0.855,2.0,0.9176666666666667,2.0,3
030084,"US HWY 191, HOSPITAL ROAD, CHINLE, AZ 86503",CHINLE COMPREHENSIVE HEALTH CARE FACILITY,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,--,1.682,0.000,2.0,0.0,2.0,3
030085,"6200 NORTH LA CHOLLA BOULEVARD, TUCSON, AZ 85741",NORTHWEST MEDICAL CENTER,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.008,0.834,0.169,3.0,0.209,1.589,0.659,2.0,0.248,1.884,0.781,2.0,,,,,--,1.170,0.000,2.0,0.606,1.276,0.895,2.0,0.5008,2.2,3
030087,"9003 EAST SHEA BOULEVARD, SCOTTSDALE, AZ 85260",HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,0.353,1.167,0.671,2.0,0.280,1.145,0.603,2.0,1.139,3.161,1.961,1.0,0.181,1.378,0.571,2.0,0.436,1.970,0.996,2.0,0.113,0.375,0.216,3.0,0.8363333333333333,2.0,3
030088,"6644 EAST BAYWOOD AVENUE, MESA, AZ 85206",BANNER BAYWOOD MEDICAL CENTER,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.590,2.668,1.349,2.0,0.210,1.591,0.660,2.0,0.019,1.871,0.379,2.0,,,,,0.682,3.083,1.559,2.0,0.611,1.113,0.834,2.0,0.9561999999999999,2.0,3
030089,"5555 WEST THUNDERBIRD ROAD, GLENDALE, AZ 85306",BANNER THUNDERBIRD MEDICAL CENTER,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.650,1.695,1.080,2.0,0.230,0.939,0.495,3.0,0.268,1.619,0.731,2.0,0.016,1.582,0.321,2.0,0.237,1.434,0.647,2.0,0.470,0.810,0.623,3.0,0.6495000000000001,2.3333333333333335,4
030092,"19829 NORTH 27TH AVENUE, PHOENIX, AZ 85027",HONORHEALTH DEER VALLEY MEDICAL CENTER,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0.466,2.106,1.065,2.0,0.370,1.672,0.845,2.0,0.007,0.680,0.138,3.0,,,,,0.828,3.744,1.893,2.0,0.124,0.509,0.268,3.0,0.8417999999999999,2.4,4
030093,"14502 WEST MEEKER BOULEVARD, SUN CITY WEST, AZ 85375",BANNER DEL E. WEBB MEDICAL CENTER,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,0.222,1.682,0.697,2.0,0.378,1.708,0.863,2.0,0.226,2.420,0.889,2.0,--,2.761,0.000,2.0,0.077,1.509,0.457,2.0,0.374,0.799,0.557,3.0,0.5771666666666666,2.1666666666666665,3
030094,"18701 NORTH 67TH AVENUE, GLENDALE, AZ 85308",ABRAZO ARROWHEAD HOSPITAL,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.007,0.703,0.143,3.0,0.040,0.787,0.238,3.0,--,0.615,0.000,3.0,,,,,--,1.115,0.000,2.0,0.229,0.687,0.412,3.0,0.1586,2.8,5
030101,"2735 SILVER CREEK ROAD, BULLHEAD CITY, AZ 86442",WESTERN ARIZONA REGIONAL MEDICAL CENTER,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.046,4.500,0.912,2.0,0.118,2.335,0.707,2.0,0.049,4.869,0.987,2.0,,,,,1.262,9.581,3.972,1.0,0.309,1.584,0.761,2.0,1.4678,1.8,2
030103,"5777 EAST MAYO BOULEVARD, PHOENIX, AZ 85054",MAYO CLINIC HOSPITAL,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.515,1.171,0.793,2.0,0.372,0.998,0.628,3.0,0.212,1.283,0.579,2.0,,,,,0.220,1.669,0.692,2.0,0.279,0.542,0.394,3.0,0.6172000000000001,2.4,4
030105,"6750 EAST BAYWOOD AVENUE, MESA, AZ 85206",BANNER HEART HOSPITAL,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,--,1.316,0.000,2.0,--,1.449,0.000,2.0,,,,,,,,,,,,,0.279,1.264,0.639,2.0,0.213,2.0,3
030107,"4620 EAST BASELINE ROAD, MESA, AZ 85206",ARIZONA SPINE AND JOINT HOSPITAL,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
030108,"6501 NORTH 19TH AVENUE, PHOENIX, AZ 85015",THE CORE INSTITUTE SPECIALTY HOSP,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110,"13677 WEST MCDOWELL ROAD, GOODYEAR, AZ 85395",ABRAZO WEST CAMPUS,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.040,0.793,0.240,3.0,0.078,0.830,0.305,3.0,--,1.081,0.000,2.0,,,,,0.093,1.839,0.557,2.0,0.122,0.459,0.250,3.0,0.2704,2.6,4
030111,"2800 EAST AJO WAY, TUCSON, AZ 85713",BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,--,0.821,0.000,3.0,0.008,0.794,0.161,3.0,,,,,,,,,0.656,4.981,2.065,2.0,0.328,1.233,0.672,2.0,0.7245,2.5,4
030112,"2905 WEST WARNER ROAD, SUITE 1, CHANDLER, AZ 85224",ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
030113,"200 WEST HOSPITAL DRIVE  (PO BOX 860), WHITERIVER, AZ 85941",WHITERIVER PHS INDIAN HOSPITAL,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
030114,"1551 EAST TANGERINE ROAD, ORO VALLEY, AZ 85755",ORO VALLEY HOSPITAL,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,--,1.733,0.000,2.0,0.025,2.433,0.493,2.0,0.050,4.902,0.994,2.0,,,,,,,,,0.101,1.083,0.398,2.0,0.47125000000000006,2.0,3
030115,"9201 WEST THOMAS ROAD, PHOENIX, AZ 85037",BANNER ESTRELLA MEDICAL CENTER,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.859,2.574,1.544,2.0,0.456,1.863,0.981,2.0,--,0.988,0.000,3.0,0.445,4.761,1.749,2.0,1.386,4.583,2.637,1.0,0.290,0.659,0.446,3.0,1.2261666666666666,2.1666666666666665,3
030117,"5330 SOUTH HIGHWAY 95, FORT MOHAVE, AZ 86426",VALLEY VIEW MEDICAL CENTER,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.030,2.960,0.600,2.0,0.6,2.0,3
030119,"3555 SOUTH VAL VISTA DRIVE, GILBERT, AZ 85297",MERCY GILBERT MEDICAL CENTER,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,0.292,1.766,0.797,2.0,0.467,2.396,1.152,2.0,0.340,2.057,0.928,2.0,0.031,3.061,0.621,2.0,0.019,1.895,0.384,2.0,0.028,0.305,0.112,3.0,0.6656666666666666,2.1666666666666665,3
030121,"1301 SOUTH CRISMON ROAD, MESA, AZ 85209","MOUNTAIN VISTA MEDICAL CENTER, LP",2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0.188,2.010,0.738,2.0,0.197,2.109,0.775,2.0,--,2.335,0.000,2.0,--,2.038,0.000,2.0,1.236,6.344,3.050,1.0,0.126,0.649,0.312,3.0,0.8125,2.0,3
030122,"1900 NORTH HIGLEY ROAD, GILBERT, AZ 85234",BANNER GATEWAY MEDICAL CENTER,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,0.200,3.936,1.191,2.0,,,,,0.553,2.261,1.191,2.0,0.356,3.814,1.401,2.0,0.108,2.129,0.644,2.0,0.242,0.672,0.417,3.0,0.9688000000000001,2.2,3
030123,"7400 EAST THOMPSON PEAK PARKWAY, SCOTTSDALE, AZ 85255",HONOR HEALTH THOMPSON PEAK MEDICAL CENTER,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,0.626,3.786,1.708,2.0,0.105,2.060,0.624,2.0,0.153,3.009,0.911,2.0,,,,,--,1.607,0.000,2.0,0.324,1.325,0.698,2.0,0.7882,2.0,3
03012F,"650 E. INDIAN SCHOOL ROAD, PHOENIX, AZ 85012",PHOENIX VA MEDICAL CENTER,3.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,0.283,3.031,1.114,2.0,0.010,0.998,0.202,3.0,,,,,,,,,,,,,,,,,0.658,2.5,4
030130,"37000 NORTH GANTZEL ROAD, QUEEN CREEK, AZ 85140",BANNER IRONWOOD MEDICAL CENTER,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,0.758,8.108,2.979,2.0,0.264,5.203,1.575,2.0,--,2.063,0.000,2.0,,,,,,,,,0.008,0.764,0.155,3.0,1.1772500000000001,2.25,4
030131,"750 NORTH 40TH STREET, PHOENIX, AZ 85008",O.A.S.I.S. HOSPITAL,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
030134,"2050 WEST SOUTHERN AVENUE, APACHE JUNCTION, AZ 85120",BANNER GOLDFIELD MEDICAL CENTER,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
030138,"14200 WEST CELEBRATE LIFE WAY, GOODYEAR, AZ 85338",WESTERN REGIONAL MEDICAL CENTER,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,0.028,2.794,0.567,2.0,--,2.280,0.000,2.0,,,,,0.034,3.337,0.677,2.0,0.4146666666666667,2.0,3
030139,"9130 EAST ELLIOT ROAD, MESA, AZ 85212",DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.019,1.842,0.374,2.0,0.374,2.0,3
03013F,"3601 SOUTH SIXTH AVENUE, TUCSON, AZ 85723",VA S. ARIZONA HEALTHCARE SYSTEM,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,0.154,3.041,0.920,2.0,0.340,2.584,1.071,2.0,,,,,,,,,,,,,,,,,0.9955,2.0,3
030146,"33400 NORTH 32ND AVENUE, PHOENIX, AZ 85085",HONORHEALTH SONORAN CROSSING MEDICAL CENTER,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,,,,,,,,,0.034,3.355,0.680,2.0,,,,,,,,,--,0.931,0.000,3.0,0.34,2.5,4
030147,"1405 SOUTH ALMA SCHOOL ROAD, CHANDLER, AZ 85286",BANNER OCOTILLO MEDICAL CENTER,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,0.208,1.258,0.568,2.0,0.568,2.0,3
030148,"16260 SOUTH RANCHO SAHUARITA BOULEVARD, SAHUARITA, AZ 85629",NORTHWEST MEDICAL CENTER SAHUARITA,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,--,1.049,0.000,2.0,0.0,2.0,3
03033F,"500 HIGHWAY 89 NORTH, PRESCOTT, AZ 86313",VA NORTHERN ARIZONA HEALTHCARE SYSTEM,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
031311,"1501 NORTH WILLIAMSON AVENUE, WINSLOW, AZ 86047",LITTLE COLORADO MEDICAL CENTER,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
031314,"5880 SOUTH HOSPITAL DRIVE, GLOBE, AZ 85501",COBRE VALLEY REGIONAL MEDICAL CENTER,3.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
031318,"807 SOUTH PONDEROSA DRIVE, PAYSON, AZ 85541",BANNER PAYSON MEDICAL CENTER,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.056,0.000,2.0,0.0,2.0,3
031319,"1600 SOUTH 20TH AVENUE, SAFFORD, AZ 85546",MT. GRAHAM REGIONAL MEDICAL CENTER,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
040001,"3873 N PARKVIEW DRIVE, FAYETTEVILLE, AR 72703",SILOAM SPRINGS REGIONAL HOSPITAL,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,--,2.271,0.000,2.0,0.0,2.0,3
040002,"1100 EAST POPLAR STREET, CLARKSVILLE, AR 72830",JOHNSON REGIONAL MEDICAL CENTER,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,1.957,0.000,2.0,0.0,2.0,3
040004,"3215 N NORTH HILLS BOULEVARD, FAYETTEVILLE, AR 72703",WASHINGTON REGIONAL MEDICAL CENTER,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,0.570,1.884,1.084,2.0,0.157,0.711,0.360,3.0,0.122,0.929,0.385,3.0,0.015,1.442,0.292,2.0,0.253,1.918,0.795,2.0,0.142,0.533,0.290,3.0,0.5343333333333333,2.5,4
040007,"TWO ST VINCENT CIRCLE, LITTLE ROCK, AR 72205",CHI-ST VINCENT INFIRMARY,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.771,1.788,1.200,2.0,0.166,0.678,0.357,3.0,0.167,1.008,0.455,2.0,,,,,0.124,1.324,0.486,2.0,0.203,0.609,0.365,3.0,0.5726000000000001,2.4,4
040010,"2710 SOUTH RIFE MEDICAL LANE, ROGERS, AR 72758",MERCY HOSPITAL NORTHWEST ARKANSAS,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,0.222,1.684,0.698,2.0,0.175,1.326,0.550,2.0,0.566,3.423,1.544,2.0,0.265,5.219,1.580,2.0,--,0.866,0.000,3.0,0.289,0.699,0.461,3.0,0.8055,2.3333333333333335,4
040011,"719 DETROIT STREET, DANVILLE, AR 72833",CHAMBERS MEMORIAL HOSPITAL,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
